Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Auto Insurance,Boat Insurance,-,-,-,-,boat insurance,Commercial,0.28,0.22,0.17,"9,900","29,700",$37.70,0.6,1.1,0.53,"10,389",1.07,"Adwords top, Sitelinks, People also ask, Videos, Image pack, Adwords bottom","0.82,0.82,1.00,1.00,1.00,1.00,0.82,0.55,0.67,0.55,0.36,0.45"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Oregon,-,-,-,car insurance oregon,Commercial,0.33,0.22,0.14,"9,900","29,700",$67.13,0.56,1.02,0.74,"12,554",0.96,"Featured snippet, Thumbnails, People also ask","1.00,0.84,0.53,0.68,0.84,0.84,0.84,0.53,0.84,0.68,0.68,0.84"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Texas,-,-,-,car insurance quotes texas,Commercial,0.3,0.2,0.09,"9,900","29,700",$50.24,0.52,1.19,0.83,"15,254",1.07,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom","0.77,0.77,0.77,0.77,1.00,1.00,1.00,0.77,1.00,0.77,0.77,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,cheap insurance companies,Commercial,0.29,0.18,0.1,"9,900","29,700",$25.62,0.64,1.16,0.74,"16,316",0.85,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,1.00,0.82,0.67,0.67,0.82,1.00,0.82,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Colorado,-,-,-,colorado health insurance,Commercial,0.29,0.23,0.16,"9,900","29,700",$6.14,0.76,1.13,0.83,"21,170",1.12,"Adwords top, Sitelinks, People also ask, Videos","0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.45,0.67,0.82,1.00,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,compare auto insurance,Commercial,0.28,0.19,0.1,"9,900","29,700",$35.82,0.59,1.27,0.54,"12,017",1.23,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,0.82,0.82,0.82,0.67,0.82,0.82,0.67,0.67,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance deductible,Commercial,0.28,0.18,0.11,"9,900","29,700",$6.78,0.77,1.06,0.62,"15,030",0.53,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.67,0.82,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance plans,Commercial,0.32,0.26,0.21,"9,900","29,700",$7.90,0.9,1.32,0.82,"28,933",1.12,"Sitelinks, People also ask, Image pack","0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.82,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,homeowners insurance florida,Commercial,0.31,0.2,0.11,"9,900","29,700",$19.60,0.76,1.97,0.62,"27,569",0.99,"Featured snippet, Thumbnails, People also ask","0.82,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,house insurance,Commercial,0.28,0.21,0.14,"9,900","29,700",$31.61,0.55,1.25,0.64,"13,068",0.77,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,individual health insurance,Commercial,0.31,0.22,0.16,"9,900","29,700",$7.13,0.89,1.44,0.82,"31,212",1.2,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.55,0.67,0.67,0.67,0.67,0.67,0.82,0.82,1.00,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,private health insurance,Commercial,0.31,0.26,0.17,"9,900","29,700",$6.38,0.82,1.23,0.82,"24,563",1.08,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","0.67,0.82,0.82,0.67,0.67,0.82,0.82,0.82,0.82,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,small business health insurance,Commercial,0.29,0.2,0.1,"9,900","29,700",$29.02,0.47,1.09,0.82,"12,477",1.22,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.81,0.81,0.81,0.67,0.81,0.81,0.81,1.00,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,small business insurance,Commercial,0.3,0.25,0.19,"9,900","29,700",$68.01,0.57,1.03,0.82,"14,298",0.91,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,1.00,1.00,0.82,1.00,1.00,0.82,1.00,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,term life insurance quotes,Commercial,0.35,0.25,0.14,"9,900","29,700",$40.67,0.58,1.1,0.82,"15,538",1.24,-,"0.82,1.00,0.82,1.00,0.82,0.82,0.82,0.82,1.00,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel insurance reviews,Commercial,0.36,0.31,0.25,"9,900","29,700",$6.49,0.8,1.22,0.82,"23,770",1.28,-,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,trip insurance,Commercial,0.29,0.23,0.14,"9,900","29,700",$16.38,0.9,1.24,0.73,"24,196",1.13,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,0.82,0.67,0.67,0.67,0.67,0.67,0.67,0.55,0.55,0.55,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how much is car insurance,Informational,0.18,0.09,0.03,"8,100","24,300",$23.78,0.68,1.09,0.72,"12,968",0.57,"Adwords top, Sitelinks, Featured snippet, People also ask","0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,how much is renters insurance,Informational,0.2,0.09,0.03,"8,100","24,300",$11.25,0.83,1.15,0.73,"16,932",0.52,"Adwords top, Sitelinks, Featured snippet, People also ask","0.82,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,what is term life insurance,Informational,0.18,0.07,-0.02,"8,100","24,300",$11.68,0.83,1.08,0.74,"16,119",0.67,"People also ask, Sitelinks, Top stories, Thumbnails","0.67,0.82,0.67,0.67,0.67,0.82,0.67,0.67,0.82,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,affordable dental insurance,Commercial,0.29,0.19,0.12,"8,100","24,300",$5.74,0.75,1.14,0.74,"15,375",1.15,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","1.00,1.00,1.00,0.82,0.82,1.00,1.00,1.00,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Florida,-,-,-,auto insurance florida,Commercial,0.34,0.29,0.21,"8,100","24,300",$85.51,0.55,1.07,0.83,"11,869",0.98,"Adwords top, Sitelinks, Adwords bottom","0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,best health insurance,Commercial,0.31,0.23,0.18,"8,100","24,300",$5.27,0.78,1.19,0.82,"18,495",0.82,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.67,0.55,0.55,0.55,0.55,0.67,0.67,0.82,1.00,0.82,0.67"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,best homeowners insurance,Commercial,0.3,0.2,0.12,"8,100","24,300",$25.27,0.69,1.24,0.83,"17,257",1.11,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,car insurance cost estimator,Commercial,0.34,0.23,0.16,"8,100","24,300",$52.06,0.71,1.08,0.84,"15,652",1.37,"Adwords top, Adwords bottom","1.00,0.82,0.82,0.82,0.82,1.00,1.00,0.82,0.67,0.67,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,New Jersey,-,-,-,car insurance nj,Commercial,0.29,0.19,0.1,"8,100","24,300",$69.70,0.69,1.28,0.73,"15,667",0.96,"Featured snippet, Thumbnails, People also ask, Sitelinks","1.00,1.00,0.82,0.66,0.66,0.66,0.82,0.55,0.66,0.66,0.66,0.66"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,car insurance premium,Commercial,0.29,0.18,0.08,"8,100","24,300",$78.98,0.59,1.1,0.52,"8,201",0.43,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories, Adwords bottom","0.81,0.81,1.00,1.00,0.63,0.81,0.63,0.63,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,California,-,-,-,car insurance quotes california,Commercial,0.31,0.25,0.15,"8,100","24,300",$38.64,0.58,1.06,0.84,"12,549",1.06,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom","1.00,1.00,1.00,1.00,1.00,1.00,0.88,0.88,0.88,0.72,0.88,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Florida,-,-,-,cheap car insurance florida,Commercial,0.31,0.24,0.13,"8,100","24,300",$57.55,0.69,1.09,0.84,"15,352",1.17,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.67,0.55,0.67,0.67,0.82,0.82,0.67,0.82,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap car insurance near me,Commercial,0.3,0.21,0.15,"8,100","24,300",$28.42,0.56,1.13,0.74,"11,379",0.85,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.82,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,cheapest insurance,Commercial,0.3,0.22,0.11,"8,100","24,300",$32.58,0.59,1.17,0.82,"13,755",0.75,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","1.00,1.00,1.00,1.00,0.81,1.00,1.00,0.81,0.81,0.67,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,classic car insurance,Commercial,0.35,0.29,0.21,"8,100","24,300",$18.84,0.88,1.16,0.53,"13,147",1.23,Sitelinks,"0.67,0.82,0.82,1.00,0.82,0.82,0.82,0.67,0.67,0.55,0.55,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,compare car insurance quotes,Commercial,0.29,0.18,0.08,"8,100","24,300",$44.38,0.69,1.21,0.82,"16,636",1.01,"Adwords top, Sitelinks, People also ask, Image pack, Videos, Adwords bottom","1.00,0.82,0.82,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Wedding & Event Insurance,-,-,-,-,event insurance,Commercial,0.32,0.27,0.19,"8,100","24,300",$10.40,0.77,1.08,0.83,"16,773",1.29,"Featured snippet, Sitelinks, People also ask","0.82,0.82,1.00,1.00,0.82,0.82,1.00,0.82,0.82,0.67,0.55,0.82"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,hazard insurance,Commercial,0.3,0.25,0.2,"8,100","24,300",$5.88,0.89,1.43,0.72,"22,267",0.66,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.82,1.00,1.00,0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,New Jersey,-,-,-,health insurance nj,Commercial,0.29,0.24,0.19,"8,100","24,300",$4.28,0.82,1.14,0.62,"14,084",1.24,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.67,0.67,0.67,0.55,0.67,0.67,0.67,0.82,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,insurance underwriter,Commercial,0.29,0.2,0.1,"8,100","24,300",$7.16,0.75,1.05,0.62,"11,864",0.55,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.81,0.81,1.00,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Alabama,Mobile,-,-,mobile home insurance,Commercial,0.3,0.19,0.08,"8,100","24,300",$18.23,0.89,1.35,0.82,"23,941",1.29,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,1.00,1.00,1.00,1.00,1.00,1.00,0.81,1.00,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,-,-,-,-,pet health insurance,Commercial,0.28,0.21,0.13,"8,100","24,300",$7.54,0.83,1.06,0.64,"13,683",1.15,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,-,-,-,-,pet insurance reviews,Commercial,0.27,0.19,0.09,"8,100","24,300",$3.93,0.82,1.11,0.54,"11,944",1.29,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Business Insurance,Professional Liability Insurance,-,-,-,-,professional liability insurance,Commercial,0.34,0.27,0.16,"8,100","24,300",$47.29,0.7,1.29,0.83,"18,213",0.78,"People also ask, Sitelinks","0.82,0.82,1.00,0.82,0.82,1.00,1.00,0.82,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,renters insurance cost,Commercial,0.29,0.24,0.16,"8,100","24,300",$17.49,0.77,1.37,0.64,"16,406",0.73,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.67,0.82,1.00,1.00,0.82,1.00,1.00,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,Florida,-,-,-,renters insurance florida,Commercial,0.29,0.19,0.12,"8,100","24,300",$7.82,0.78,1.07,0.83,"16,833",1.14,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.20,0.24,0.24,0.30,0.36,0.45,1.00,0.36,0.24,0.16,0.24,0.30"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,renters insurance quotes,Commercial,0.31,0.23,0.18,"8,100","24,300",$21.36,0.57,1.21,0.83,"13,911",1.36,"Adwords top, Sitelinks, People also ask, Videos, Adwords bottom","0.81,0.81,0.81,1.00,0.81,1.00,1.00,0.67,0.67,0.67,0.54,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,RV Insurance,-,-,-,-,rv insurance,Commercial,0.31,0.21,0.13,"8,100","24,300",$21.67,0.7,1.44,0.82,"20,085",1.16,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.67,0.55,0.55,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,self employed health insurance,Commercial,0.29,0.23,0.15,"8,100","24,300",$8.95,0.79,1,0.83,"15,934",1.18,"Adwords top, People also ask, Sitelinks, Adwords bottom","0.82,0.82,0.82,0.82,0.67,0.82,0.82,0.82,1.00,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,supplemental insurance,Commercial,0.31,0.2,0.13,"8,100","24,300",$19.82,0.8,1.2,0.83,"19,362",0.78,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.67,0.82,0.67,0.67,0.67,0.67,0.82,0.82,1.00,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel health insurance,Commercial,0.33,0.23,0.17,"8,100","24,300",$8.92,0.79,1.17,0.62,"13,926",1.31,"Sitelinks, People also ask","0.82,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel medical insurance,Commercial,0.29,0.22,0.15,"8,100","24,300",$9.60,0.76,1.32,0.52,"12,676",1.39,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.82,1.00,1.00,1.00,0.82,0.82,0.67,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,very cheap car insurance no deposit,Commercial,0.31,0.22,0.17,"8,100","24,300",$25.40,0.56,1.24,0.73,"12,318",0.87,"Featured snippet, Thumbnails, People also ask, Videos","0.82,1.00,0.82,0.82,0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,what is an insurance premium,Informational,0.2,0.12,0.01,"6,600","19,800",$5.64,0.76,1.46,0.63,"13,841",0.4,"People also ask, Top stories, Thumbnails","0.82,1.00,1.00,0.82,0.66,0.66,0.66,0.66,0.82,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,average health insurance cost,Informational,0.21,0.15,0.05,"6,600","19,800",$6.04,0.84,1.05,0.82,"14,320",0.51,"Featured snippet, Thumbnails, People also ask","0.67,0.82,0.82,1.00,0.67,0.67,0.67,0.82,1.00,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,best travel insurance,Commercial,0.31,0.2,0.14,"6,600","19,800",$6.82,0.69,1.24,0.84,"14,230",1.24,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Burial Insurance,-,-,-,-,burial insurance,Commercial,0.3,0.24,0.15,"6,600","19,800",$15.96,0.78,1.06,0.84,"13,751",1.2,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Arizona,-,-,-,car insurance az,Commercial,0.3,0.25,0.2,"6,600","19,800",$64.35,0.57,1.02,0.82,"9,440",1.06,"Featured snippet, Thumbnails, People also ask, Sitelinks","1.00,1.00,0.66,0.66,0.66,0.66,0.66,0.55,0.66,0.55,0.55,0.66"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,car insurance comparison chart,Informational,0.18,0.08,-0.03,"6,600","19,800",$36.31,0.71,1.25,0.82,"14,409",1.01,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom","1.00,1.00,0.81,1.00,1.00,1.00,0.45,0.45,0.45,0.37,0.37,0.55"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,catastrophic health insurance,Commercial,0.31,0.25,0.19,"6,600","19,800",$7.10,0.81,1.25,0.73,"14,635",1.13,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.44,0.54,0.54,0.54,0.44,0.54,0.54,0.54,0.81,1.00,1.00,0.54"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,cheap dental insurance,Commercial,0.31,0.26,0.21,"6,600","19,800",$5.29,0.72,1.18,0.84,"14,131",1.29,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap full coverage car insurance,Commercial,0.29,0.24,0.16,"6,600","19,800",$32.67,0.51,1.19,0.73,"8,772",0.97,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.29,1.00,0.82,0.44,0.36,0.67,0.67,0.44,0.44,0.67,0.55,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap full coverage insurance,Commercial,0.31,0.25,0.2,"6,600","19,800",$23.02,0.58,1.24,0.74,"10,538",0.98,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos, Adwords bottom","1.00,0.55,0.45,0.67,0.82,0.67,0.67,0.67,0.82,0.67,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,cheap insurance quotes,Commercial,0.31,0.22,0.11,"6,600","19,800",$33.73,0.7,1.14,0.83,"13,114",1.02,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom","1.00,0.82,0.55,0.67,0.82,0.67,0.67,0.82,0.82,0.67,0.55,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Motorcycle Insurance,-,-,-,-,cheap motorcycle insurance,Commercial,0.3,0.21,0.15,"6,600","19,800",$27.20,0.58,1.04,0.83,"9,913",1.12,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories, Adwords bottom","0.67,1.00,1.00,1.00,0.82,0.82,0.82,0.67,0.55,0.36,0.44,0.55"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance plans,Commercial,0.29,0.22,0.14,"6,600","19,800",$5.05,0.87,1.4,0.72,"17,364",1.28,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.45,0.67,0.67,0.82,0.82,1.00,1.00,0.82,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,errors and omissions insurance,Commercial,0.31,0.22,0.17,"6,600","19,800",$50.53,0.63,1.18,0.83,"12,217",0.74,"Featured snippet, Thumbnails, People also ask","1.00,1.00,1.00,1.00,0.82,0.82,1.00,0.82,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Vision Insurance,-,-,-,-,eye insurance,Commercial,0.29,0.23,0.15,"6,600","19,800",$2.91,0.82,1.1,0.83,"14,823",0.97,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
